Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,81.7,0,0,89.12,98.9263,1.589351,0,0,0,0,0,0,89.9999,89.9999,0,0
0.09999999,S,0.09999999,0.03469971,0,0.4043459,0,1515.082,81.25645,0.1340393,0,88.95665,98.9263,1.615827,567.679329843424,567.679329842459,0.00104694153456598,45.8354562639587,45.24473,0.00008402084,89.9999,89.9999,1.804493,0.00000337686
0.2,S,0.2,0.08286229,0,0.3816639,0,1483.087,80.59188,0.7212978,0,88.79329,98.9263,1.642303,559.617887174198,559.617887173245,0.00103287165836522,101.676035435342,101.4111,0.0001876649,89.9999,89.9999,9.145519,0.00001697552
0.3,S,0.3,0.1318262,2.643301,0.3952966,0.4076168,1522.848,79.92665,1.88994,2.099369,88.62994,98.9263,1.668779,580.079226022811,580.0787,-0.7811975,158.666538474931,158.4976,-0.01508024,89.99908,90.00546,22.21077,-0.0001113957
0.3999999,S,0.3999999,0.1827775,1.869772,0.3849044,0.2868482,1585.43,79.24202,3.535295,2.788435,88.46658,98.9263,1.695255,610.110179082961,610.1097,-0.7645826,218.043065480255,217.9229,-0.09704041,89.96748,90.02551,41.30298,-0.00575144
0.4999998,S,0.4999998,0.2365103,1.351713,0.3802929,0.2074634,1632.671,78.5274,5.843249,3.336833,88.30322,98.9263,1.72173,634.363003161841,634.363,-0.06333648,280.57303392907,280.4808,-0.1413779,89.88255,90.02888,66.51855,-0.01827962
0.5999997,S,0.5999997,0.2919286,0.9454654,0.3788596,0.1460162,1660.93,77.79677,8.858804,3.546864,88.13987,98.9263,1.748206,651.059673588861,651.0579,1.519678,344.964341276357,344.8878,-0.06849033,89.73846,90.01138,98.09527,-0.03011762
0.6999996,S,0.6999996,0.3486564,0.5916445,0.3790662,0.09286411,1681.653,77.0554,12.62576,3.195641,87.97651,98.9263,1.774682,664.710491362522,664.6979,4.09134,410.821712448312,410.7523,0.216653,89.53838,89.96978,136.1953,-0.02487382
0.7999995,S,0.7999995,0.4064637,0.2747034,0.3803428,0.04522203,1695.122,76.3062,17.18947,2.102805,87.81316,98.9263,1.801158,675.309233086026,675.2668,7.570278,477.873424674741,477.804,0.8104032,89.29804,89.90282,180.9497,0.02357109
0.8999994,S,0.8999994,0.4652117,0.005064775,0.3825631,0.004340678,1708.623,75.55104,22.60664,0.2630694,87.6498,98.9263,1.827634,685.832992501862,685.7341,11.64636,545.983538809865,545.9073,1.78884,89.04756,89.81226,232.4671,0.1501481
0.9999993,S,0.9999993,0.5248942,-0.1921974,0.3856026,-0.02619518,1720.959,74.78993,28.94625,-2.011656,87.48644,98.9263,1.85411,695.738557462717,695.562,15.67305,615.134462146419,615.0446,3.179111,88.82843,89.70384,290.8521,0.3952268
1.099999,S,1.099999,0.5852935,-0.2906297,0.3891417,-0.04238115,1724.559,74.02521,36.23502,-4.028431,87.32309,98.9263,1.880586,701.674616219094,701.4257,18.68835,685.034997481536,684.9253,4.923923,88.68399,89.5881,356.1952,0.7979375
1.199999,S,1.199999,0.6462344,-0.2788178,0.3929459,-0.04220903,1728.19,73.25899,44.4873,-4.869433,87.15973,98.9263,1.907061,707.326650742759,707.0465,19.90572,755.513687291043,755.38,6.877223,88.64331,89.47837,428.5581,1.387072
1.299999,S,1.299999,0.7077035,-0.1749902,0.3975466,-0.02789527,1734.198,72.49121,53.82052,-3.842574,86.99638,98.9263,1.933537,713.668824602652,713.4169,18.96096,826.559835069263,826.4017,8.832597,88.70422,89.38764,507.9971,2.173437
1.399999,S,1.399999,0.7698838,-0.03075709,0.396329,-0.00667297,1744.788,71.71977,63.29648,-1.083061,86.83302,98.9263,1.960013,722.168653066386,721.9832,16.36528,898.394246153503,898.2153,10.59532,88.82565,89.32417,594.58,3.147042
1.499999,S,1.499999,0.8328353,0.08473299,0.404381,0.0112934,1752.887,70.94379,75.31448,2.135279,86.66966,98.9263,1.986489,728.628709343231,728.5044,13.45865,971.037970528173,970.8441,12.06793,88.9398,89.28783,688.3905,4.282595
1.599999,S,1.599999,0.8958367,0.1190681,0.4208797,0.01770613,1730.903,70.1694,90.35659,3.854244,86.50631,98.9263,2.012965,720.044880319394,719.9484,11.7869,1043.52013998627,1043.316,13.30493,88.98573,89.26937,789.4675,5.55253
1.699999,S,1.699999,0.9577209,0.06653239,0.4536715,0.01172827,1686.623,69.40832,110.8708,2.902479,86.34295,100.7364,2.332815,698.26014627783,698.1517,12.30592,1114.50678867181,1114.293,14.4937,88.94427,89.25479,897.7187,6.941886
1.799999,S,1.799999,1.017314,-0.02413552,0.478779,-0.002676564,1633.309,68.67189,131.455,-0.7433014,86.1796,102.6631,2.671564,671.482413378643,671.3209,14.72687,1182.71622486171,1182.489,15.84761,88.85273,89.23217,1012.917,8.456793
1.899999,S,1.899999,1.074577,-0.05233062,0.4885668,-0.009406528,1569.805,67.96001,148.9877,-2.898174,86.01624,103.7133,2.868247,640.499743596342,640.3049,15.79736,1248.11425614026,1247.869,17.40677,88.81181,89.20082,1134.787,10.11872
1.999998,S,1.999998,1.129422,0.003857977,0.4798885,-0.0004619713,1514.039,67.27606,160.8836,-0.1563404,85.85288,103.8723,2.920486,614.96607068488,614.8184,13.47602,1310.69414357781,1310.432,18.87781,88.85791,89.17466,1263.035,11.93502
2.099998,S,2.099998,1.182256,0.03410159,0.4706096,0.006212953,1463.025,66.61591,172.0053,2.290518,85.68953,103.9181,2.954394,591.361610094355,591.2518,11.39574,1370.89131700124,1370.617,20.08839,88.88788,89.16031,1397.408,13.88498
2.199998,S,2.199998,1.233275,-0.00246969,0.4607548,0.0003432168,1427.114,65.97742,182.2808,0.1368802,85.52617,103.6442,2.936469,574.879042607702,574.7428,12.51509,1428.98530520464,1428.699,21.26867,88.85058,89.14712,1537.676,15.95173
2.299998,S,2.299998,1.28322,-0.02011378,0.4515404,-0.00372253,1400.467,65.35242,192.3263,-1.597628,85.36282,103.2964,2.90658,562.628085999883,562.4667,13.47496,1485.80144703319,1485.5,22.59308,88.82571,89.12865,1683.681,18.1441
2.399998,S,2.399998,1.332164,0.006274638,0.4431,0.0006255849,1373.843,64.73962,202.2285,0.2875625,85.19946,103.0194,2.888152,550.097489531655,549.9648,12.08167,1541.37700100506,1541.061,23.87483,88.84607,89.11242,1835.297,20.46875
2.499998,S,2.499998,1.380085,0.01184532,0.4353888,0.002301557,1346.098,64.13907,211.9807,1.128151,85.0361,102.7303,2.867782,536.737039743362,536.6179,11.30837,1595.68012285844,1595.352,25.02316,88.84988,89.10139,1992.4,22.91421
2.599998,S,2.599998,1.426658,-0.00668685,0.4284075,-0.0009315853,1306.822,63.55355,221.5061,-0.4847091,84.87275,102.4809,2.853832,517.278448929841,517.1398,11.97585,1648.2859383661,1647.945,26.1883,88.82793,89.08956,2154.844,25.47417
2.699998,S,2.699998,1.469366,-0.003774972,0.4224477,-0.0008884374,1155.102,63.00637,230.1996,-0.4866489,84.70939,102.2516,2.84315,440.135625992073,440.0114,10.45644,1695.78007288019,1695.426,27.31661,88.82536,89.07693,2322.313,28.15075
2.799998,S,2.799998,1.505398,0.006741788,0.4177472,0.001118491,1003.395,62.52727,237.3465,0.6381392,84.54604,102.0613,2.838776,362.010780410522,361.9177,8.208749,1735.50453811119,1735.14,28.2344,88.83237,89.06776,2494.105,30.93017
2.899998,S,2.899998,1.534664,0.0001056008,0.4141494,0.0001887175,851.6995,62.1165,242.8674,0.1110241,84.38268,101.9174,2.841925,283.187912141664,283.103,6.934333,1767.37508891896,1767.002,28.97804,88.82281,89.06046,2669.436,33.79178
2.999998,S,2.999998,1.558708,-0.003316326,0.4113414,-0.0006264236,800.0439,61.76011,247.0997,-0.3773791,84.21932,101.7925,2.848164,255.895600048859,255.8082,6.687521,1793.70343730081,1793.322,29.65453,88.81506,89.05264,2847.598,36.72348
3.099998,S,3.099998,1.580447,0.00266715,0.4089174,0.0003789324,715.7803,61.42648,250.7445,0.2328994,84.05597,101.6853,2.857271,211.412912267082,211.3431,5.432638,1817.16498606857,1816.776,30.26224,88.81713,89.04571,3028.262,39.72048
3.199997,S,3.199997,1.597818,0.001552939,0.4070589,0.0003451534,622.0432,61.13577,253.2738,0.2151352,83.89261,101.5994,2.869824,161.909910715848,161.8492,4.433469,1835.52003164734,1835.125,30.74414,88.81283,89.04021,3210.989,42.77158
3.299997,S,3.299997,1.611038,-0.001647866,0.4056912,-0.0002772205,532.1961,60.88622,254.732,-0.1742814,83.72926,101.5348,2.885824,114.461715841404,114.4024,3.684463,1849.10050269725,1848.7,31.14849,88.80582,89.03473,3395.287,45.86683
3.399997,S,3.399997,1.619059,0.0009105741,0.4048811,0.0001021035,397.4574,60.68687,254.8533,0.06429938,83.5659,101.4966,2.906116,43.4532611904157,43.40366,2.075622,1856.45870562069,1856.054,31.42677,88.80452,89.02996,3580.622,48.99697
