Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,81.7,0,0,89.12,98.9263,1.589351,0,0,0,0,0,0,89.9999,89.9999,0,0
0.09999999,S,0.09999999,0.04247342,0,0.3960364,0,1515.082,81.25645,0.1966967,0,88.95665,98.9263,1.615827,567.654520270702,567.654520269736,0.00104689823369426,53.9232100516884,45.24237,0.00008401671,89.9999,89.9999,1.804385,0.000003376671
0.2,S,0.2,0.08640359,0,0.3808348,0,1483.087,80.59188,0.782564,0,88.79329,98.9263,1.642303,559.593428390243,559.59342838929,0.00103282896973538,105.565448983671,101.4062,0.0001876567,89.9999,89.9999,9.145052,0.00001697471
0.3,S,0.3,0.1340672,10.46383,0.6989779,1.581916,1522.848,79.92665,3.456448,8.405501,88.62994,98.9263,1.668779,579.455900520062,579.4474,-3.138675,161.15989464153,158.478,-0.06142169,89.99654,90.02221,22.20949,-0.0005707714
0.3999999,S,0.3999999,0.1843077,7.438204,0.5373267,1.130052,1585.43,79.24202,5.018255,11.15848,88.46658,98.9263,1.695255,609.507212258825,609.4996,-3.04621,219.756309528085,217.841,-0.389451,89.86809,90.10242,41.2963,-0.02327325
0.4999998,S,0.4999998,0.2376125,5.385227,0.4603916,0.8224074,1632.671,78.5274,7.140067,13.34481,88.30322,98.9263,1.72173,633.804028694301,633.804,-0.1907174,281.813614717171,280.3405,-0.5629694,89.52433,90.11506,66.50043,-0.07336588
0.5999997,S,0.5999997,0.2927713,3.765246,0.4185713,0.5801398,1660.93,77.79677,9.84398,14.17027,88.13987,98.9263,1.748206,650.57909964648,650.5495,6.20588,345.919343277205,344.695,-0.2616744,88.94321,90.0435,98.06019,-0.1200304
0.6999996,S,0.6999996,0.3493542,2.350775,0.3950844,0.3687413,1681.653,77.0554,13.21203,12.73849,87.97651,98.9263,1.774682,664.352815130843,664.1464,16.55966,411.619663143547,410.5077,0.8953323,88.13834,89.87504,136.1381,-0.09706042
0.7999995,S,0.7999995,0.4070981,1.083476,0.384112,0.178558,1695.122,76.3062,17.4141,8.328345,87.81316,98.9263,1.801158,675.124235205694,674.4337,30.52732,478.605301242764,477.4915,3.292833,87.17384,89.60489,180.8645,0.1006741
0.8999994,S,0.8999994,0.465833,0.006634233,0.3826185,0.01530386,1708.622,75.55104,22.67044,0.9299533,87.6498,98.9263,1.827634,685.866603765136,684.2647,46.84889,546.70425702492,545.4796,7.232539,86.17089,89.24036,232.3449,0.6133896
0.9999993,S,0.9999993,0.5255232,-0.7787082,0.3869704,-0.1063101,1720.958,74.78993,29.11878,-8.183507,87.48644,98.9263,1.85411,696.01107965003,693.1616,62.91597,615.86464315838,614.42,12.8183,85.2961,88.80484,290.6771,1.602692
1.099999,S,1.099999,0.58593,-1.167072,0.3925812,-0.1702504,1724.558,74.02521,36.63517,-16.21774,87.32309,98.9263,1.880586,702.14387888931,698.1397,74.87981,685.77333746704,684.0094,19.81497,84.72255,88.34067,355.9424,3.224673
1.199999,S,1.199999,0.6468751,-1.113987,0.3963562,-0.168691,1728.189,73.25899,44.96302,-19.49954,87.15973,98.9263,1.907061,707.85498741183,703.3623,79.62511,756.257372915664,754.1082,27.634,84.56544,87.90136,428.1945,5.593535
1.299999,S,1.299999,0.7083524,-0.6942664,0.398984,-0.1107743,1734.196,72.49121,54.11519,-15.28725,86.99638,98.9263,1.933537,714.070038664692,710.0415,75.74357,827.313948377782,824.7731,35.44968,84.81411,87.53888,507.4864,8.751298
1.399999,S,1.399999,0.7705446,-0.116093,0.3963944,-0.02565596,1744.785,71.71977,63.41724,-4.171319,86.83302,98.9263,1.960013,722.315538880878,719.3561,65.31875,899.162289550692,896.2888,42.48764,85.30208,87.28599,593.8893,12.65703
1.499999,S,1.499999,0.8334975,0.3435268,0.4048042,0.04590606,1752.883,70.94379,75.51572,8.693572,86.66966,98.9263,1.986489,728.539129035123,726.555,53.73169,971.805924284981,968.6943,48.36526,85.75728,87.14169,687.4943,17.2092
1.599999,S,1.599999,0.8964834,0.4764867,0.4216475,0.07091918,1730.898,70.1694,90.65587,15.46029,86.50631,98.9263,2.012965,719.868663216324,718.3226,47.15437,1044.2697451484,1040.994,53.30861,85.93707,87.06849,788.3467,22.29797
1.699999,S,1.699999,0.958347,0.262992,0.4541785,0.04665083,1686.617,69.40832,111.1454,11.56055,86.34295,100.6485,2.318573,698.118870643158,696.3748,49.31628,1115.23370233127,1111.803,58.06881,85.7677,87.01019,896.3566,27.86446
1.799999,S,1.799999,1.017932,-0.09856559,0.4790527,-0.01111396,1633.301,68.67189,131.6979,-3.090344,86.1796,102.6325,2.666596,671.537691895796,668.9405,59.00406,1183.43687978753,1179.79,63.49536,85.40221,86.91936,1011.295,33.93404
1.899999,S,1.899999,1.0752,-0.2087947,0.4886106,-0.03780525,1569.796,67.96001,149.1845,-11.66219,86.01624,103.5123,2.835666,640.745964233701,637.6199,63.21593,1248.84341006264,1244.907,69.73787,85.24082,86.79372,1132.881,40.59261
1.999998,S,1.999998,1.130054,0.01489949,0.4797911,-0.001920222,1514.029,67.27606,161.0442,-0.6506203,85.85288,103.8631,2.918995,615.023352340897,612.6539,53.93443,1311.4342605409,1307.227,75.62376,85.42419,86.6891,1260.819,47.86894
2.099998,S,2.099998,1.182887,0.1358946,0.4705538,0.02484101,1463.014,66.61591,172.185,9.168692,85.68953,103.7928,2.934083,591.296599893907,589.5347,45.61257,1371.63066601414,1367.228,80.4702,85.54398,86.63166,1394.861,55.68026
2.199998,S,2.199998,1.233902,-0.008706069,0.4606355,0.00156707,1427.101,65.97742,182.4386,0.6256726,85.52617,103.6315,2.934418,574.917725737528,572.7375,50.02147,1429.72173871333,1425.127,85.19071,85.39658,86.57907,1534.781,63.95897
2.299998,S,2.299998,1.283851,-0.08018313,0.4514495,-0.01484133,1400.453,65.35242,192.5005,-6.376605,85.36282,103.2166,2.893644,562.769426151919,560.1837,53.88552,1486.54514960073,1481.708,90.48439,85.29642,86.50542,1680.416,72.73979
2.399998,S,2.399998,1.332797,0.02399582,0.4429951,0.002310614,1373.827,64.73962,202.4008,1.063272,85.19946,103.0041,2.885671,550.123951101588,547.9916,48.38975,1542.12472594326,1537.054,95.61468,85.37636,86.44042,1831.641,82.04971
2.499998,S,2.499998,1.380713,0.04750308,0.4352997,0.009210272,1346.08,64.13907,212.1633,4.519387,85.0361,102.6793,2.859515,536.716740056043,534.8065,45.24231,1596.42538074636,1591.16,100.2125,85.39274,86.39622,1988.333,91.84336
2.599998,S,2.599998,1.427286,-0.02596474,0.4283181,-0.003581822,1306.802,63.55355,221.6931,-1.865601,84.87275,102.4592,2.850318,517.33698222881,515.1187,47.85685,1649.03355328119,1643.563,104.87,85.30573,86.34911,2150.347,102.0951
2.699998,S,2.699998,1.469993,-0.01547843,0.4223647,-0.003600973,1155.08,63.00637,230.3947,-1.974518,84.70939,102.2296,2.839581,440.196207832705,438.2035,41.83771,1696.52898185057,1690.848,109.3814,85.29433,86.29868,2317.367,112.8129
2.799998,S,2.799998,1.506021,0.02661399,0.4176705,0.00440063,1003.372,62.52727,237.5491,2.513316,84.54604,102.0354,2.834576,362.005817570626,360.5116,32.85724,1736.25100690828,1730.402,113.0555,85.32232,86.2619,2488.692,123.9422
2.899998,S,2.899998,1.535282,0.0008246866,0.4140756,0.0008187058,851.6743,62.1165,243.0754,0.4821496,84.38268,101.9098,2.840705,283.214849795257,281.8563,27.70699,1768.11903257989,1762.133,116.0292,85.28482,86.23275,2663.542,135.4005
2.999998,S,2.999998,1.559324,-0.01326122,0.4112719,-0.002494829,800.0168,61.76011,247.315,-1.504533,84.21932,101.7764,2.845562,255.959101024792,254.5591,26.73436,1794.44767034278,1788.328,118.7323,85.25349,86.20155,2841.211,147.1388
3.099998,S,3.099998,1.581061,0.01040942,0.4088508,0.00147021,715.7511,61.42648,250.9665,0.9045674,84.05597,101.6747,2.855548,211.434503446794,210.3144,21.73482,1817.91071629374,1811.67,121.1631,85.26151,86.1738,3021.369,159.1382
3.199997,S,3.199997,1.598429,0.006364023,0.406995,0.00140332,622.012,61.13577,253.5021,0.8756196,83.89261,101.5891,2.868145,161.940366272009,160.9689,17.71145,1836.26560137074,1829.928,123.0899,85.24471,86.1518,3203.581,171.354
3.299997,S,3.299997,1.611645,-0.006538224,0.4056295,-0.001095057,532.1628,60.88622,254.9657,-0.68917,83.72926,101.5261,2.88442,114.558258100556,113.6092,14.71544,1849.844149699,1843.419,124.7047,85.21666,86.12991,3387.354,183.7462
3.399997,S,3.399997,1.619661,0.003540409,0.4048209,0.000389807,397.4221,60.68687,255.0913,0.2457455,83.5659,101.4917,2.905315,43.6642211576793,42.87005,8.289935,1857.19947984304,1850.707,125.8164,85.21128,86.11086,3572.156,196.2777
