0.28, 0, 0, 16.85369, 4.589843, 0, 1058.782, -1015.041, -3.231937, 0.01928791, 0.1567104, 45.66011, 2.512605, 2.25192, 34.59044
1.349999, 0.2247401, 0.08505743, 76.45061, 5.663236, -0.07240281801394853629702, 34590.84, -1033.219, -3.231937, 0.01928791, 0.1567104, 263.0698, 2.512605, 2.207525, 36.64021
 
1.359999, 0.1740909, 0.08730483, 77.04124, 5.670432, -0.06327040136967861252458, 35160.19, -1033.402, -3.231937, 0.01928791, 0.1567104, 265.261, 2.512605, 2.207111, 36.65937
 
1.369999, 0.1225411, 0.08904574, 77.63204, 5.677353, -0.0541028106215175060134823065, 35734.65, -1033.586, -3.231937, 0.01928791, 0.1567104, 267.4547, 2.512605, 2.206696, 36.67853
 
1.379999, 0.07037085, 0.09027115, 78.22343, 5.684421, -0.0449472526516961905184023065, 36314.21, -1033.77, -3.231937, 0.01928791, 0.1567104, 269.651, 2.512605, 2.206281, 36.69768
 
1.389999, 0.01786247, 0.09097486, 78.81526, 5.691493, -0.03584884593556966441716, 36898.89, -1033.954, -3.231937, 0.01928791, 0.1567104, 271.8499, 2.512605, 2.205866, 36.71684
 
1.399999, -0.03468444, 0.09115349, 79.40752, 5.698574, -0.02685364206645853027512, 37488.68, -1034.138, -3.231937, 0.01928791, 0.1567104, 274.0513, 2.512605, 2.205451, 36.736
 
1.409999, -0.08696465, 0.09080664, 80.00019, 5.705658, -0.0180065640092868607335823065, 38083.59, -1034.323, -3.231937, 0.01928791, 0.1567104, 276.2552, 2.512605, 2.205036, 36.75515
 
1.419999, -0.1386635, 0.08993699, 80.59328, 5.712748, -0.00935208150025275810432, 38683.64, -1034.508, -3.231937, 0.01928791, 0.1567104, 278.4617, 2.512605, 2.204621, 36.77431
 
1.429999, -0.1894589, 0.08855036, 81.18678, 5.719845, -0.000933951551164689485708, 39288.82, -1034.693, -3.231937, 0.01928791, 0.1567104, 280.6706, 2.512605, 2.204206, 36.79346
 
1.439999, -0.2390359, 0.08665577, 81.78068, 5.726945, 0.0072069863750082095871837694, 39899.13, -1034.878, -3.231937, 0.01928791, 0.1567104, 282.8821, 2.512605, 2.203791, 36.81262
 
1.449999, -0.2870634, 0.08426541, 82.37478, 5.733911, 0.01502916231723221619386, 40514.55, -1035.064, -3.231937, 0.01928791, 0.1567104, 285.0959, 2.512605, 2.203377, 36.83178
 
1.459999, -0.3332208, 0.08139478, 82.96944, 5.741164, 0.0224941149303254688138976935, 41135, -1035.249, -3.231937, 0.01928791, 0.1567104, 287.3118, 2.512605, 2.202962, 36.85094
 
1.469999, -0.3771948, 0.07806257, 83.56423, 5.748281, 0.0295661893324731872918623065, 41760.47, -1035.435, -3.231937, 0.01928791, 0.1567104, 289.5297, 2.512605, 2.202547, 36.87009
 
1.479999, -0.4186735, 0.07429063, 84.15929, 5.755407, 0.03621104678253513002378, 42390.96, -1035.622, -3.231937, 0.01928791, 0.1567104, 291.7496, 2.512605, 2.202132, 36.88925
 
1.489999, -0.4573541, 0.07010389, 84.75458, 5.762536, 0.04239702347753874157156, 43026.48, -1035.808, -3.231937, 0.01928791, 0.1567104, 293.9716, 2.512605, 2.201717, 36.90841
 
1.499999, -0.4929366, 0.06553035, 85.34534, 5.765854, 0.0480962058600504883711423065, 43665.99, -1035.995, -3.231937, 0.01928791, 0.1567104, 296.192, 2.512605, 2.201302, 36.92756
 
1.509999, -0.5251396, 0.06060098, 85.92976, 5.763656, 0.05328257326908197536718, 44309.34, -1036.182, -3.231937, 0.01928791, 0.1567104, 298.4105, 2.512605, 2.200887, 36.94672
 
1.519999, -0.553721, 0.05534959, 86.51349, 5.761593, 0.05793438849944910179418, 44956.53, -1036.37, -3.231937, 0.01928791, 0.1567104, 300.6271, 2.512605, 2.200472, 36.96588
 
1.529999, -0.5784496, 0.04981238, 87.09609, 5.759243, 0.06203349574158917107914, 45607.51, -1036.557, -3.231937, 0.01928791, 0.1567104, 302.8417, 2.512605, 2.200057, 36.98503
 
1.539999, -0.5991094, 0.04402788, 87.67813, 5.757168, 0.06556408531111050661892, 46262.27, -1036.745, -3.231937, 0.01928791, 0.1567104, 305.0543, 2.512605, 2.199642, 37.00419
 
1.549999, -0.6155152, 0.03803679, 88.25904, 5.754805, 0.0685146931872907336404976935, 46920.77, -1036.933, -3.231937, 0.01928791, 0.1567104, 307.265, 2.512605, 2.199227, 37.02335
 
1.559999, -0.6275148, 0.03188164, 88.83936, 5.752717, 0.0708782632209408091890776935, 47583.02, -1037.121, -3.231937, 0.01928791, 0.1567104, 309.4737, 2.512605, 2.198812, 37.0425
 
1.569999, -0.6349738, 0.02560649, 89.41862, 5.75048, 0.07265009427488074623652, 48248.9, -1037.31, -3.231937, 0.01928791, 0.1567104, 311.6802, 2.512605, 2.198398, 37.06166
 
1.579999, -0.637818, 0.01925675, 89.99702, 5.748237, 0.0738325857953085363361576935, 48918.47, -1037.499, -3.231937, 0.01928791, 0.1567104, 313.8848, 2.512605, 2.197983, 37.08082
 
